,area_type,availability,location,size,total_sqft,bath,balcony,price
3229,Built-up  Area,1,Sarjapur  Road,3,1300.0,3.0,2.0,60.0
3230,Super built-up  Area,1,Channasandra,2,1115.0,2.0,1.0,33.45
3231,Super built-up  Area,1,Rajaji Nagar,3,2409.0,3.0,2.0,360.0
3232,Super built-up  Area,1,Ambedkar Nagar,3,2150.0,4.0,2.0,125.0
3233,Super built-up  Area,0,Marathahalli,3,1305.0,2.0,1.0,69.0
3234,Super built-up  Area,0,Kanakpura Road,2,1252.0,2.0,1.0,56.32
3236,Plot  Area,0,Whitefield,2,1200.0,2.0,1.0,46.13
3237,Built-up  Area,1,Koramangala,3,1750.0,3.0,1.0,130.0
3238,Super built-up  Area,1,Electronic City Phase II,2,545.0,1.0,1.0,35.0
3239,Plot  Area,1,others,2,1375.0,2.0,1.0,105.0
3240,Super built-up  Area,1,Subramanyapura,2,1313.0,2.0,2.0,66.5
3241,Plot  Area,1,Attibele,4,3640.0,4.0,1.0,275.0
3242,Super built-up  Area,0,others,3,1693.0,3.0,2.0,108.0
3243,Super built-up  Area,1,others,2,1160.0,2.0,1.0,41.75
3244,Plot  Area,1,others,3,1200.0,3.0,0.0,200.0
3245,Super built-up  Area,1,Subramanyapura,3,1255.0,2.0,2.0,79.0
3246,Plot  Area,1,KR Puram,4,1000.0,4.0,1.0,75.0
3247,Built-up  Area,1,others,2,900.0,2.0,1.0,45.0
3248,Super built-up  Area,1,Yelahanka New Town,3,1700.0,3.0,2.0,90.0
3249,Carpet  Area,1,Indira Nagar,3,1875.0,3.0,1.0,180.0
3250,Carpet  Area,1,Uttarahalli,3,1700.0,3.0,2.0,88.0
3251,Super built-up  Area,1,Harlur,3,1749.0,3.0,2.0,115.0
3252,Plot  Area,1,others,2,1500.0,3.0,1.0,65.0
3253,Super built-up  Area,1,others,2,1175.0,2.0,1.0,48.0
3254,Built-up  Area,1,Akshaya Nagar,2,1280.0,2.0,1.0,60.0
3255,Built-up  Area,1,others,2,1200.0,2.0,2.0,50.0
3256,Super built-up  Area,1,Ramagondanahalli,3,1610.0,2.0,2.0,115.0
3257,Super built-up  Area,1,Electronic City,2,1070.0,2.0,1.0,46.0
3258,Plot  Area,1,TC Palaya,2,1200.0,2.0,0.0,66.0
3259,Super built-up  Area,0,9th Phase JP Nagar,2,1127.0,2.0,1.0,50.0
3260,Built-up  Area,1,Indira Nagar,2,1210.0,2.0,1.0,102.0
3261,Built-up  Area,1,others,2,600.0,2.0,1.0,23.0
3262,Super built-up  Area,1,Thigalarapalya,4,4190.0,4.0,3.0,380.0
3263,Super built-up  Area,1,others,2,1364.0,2.0,2.0,70.0
3264,Super built-up  Area,1,Whitefield,4,2268.0,3.0,0.0,146.0
3265,Super built-up  Area,1,others,3,1150.0,2.0,2.0,77.5
3266,Super built-up  Area,1,others,2,1146.0,2.0,1.0,39.5
3267,Built-up  Area,1,others,2,1345.0,2.0,2.0,55.0
3268,Super built-up  Area,1,others,2,1110.0,2.0,2.0,41.0
3269,Built-up  Area,1,Kengeri,2,750.0,2.0,1.0,36.0
3270,Built-up  Area,1,others,2,1156.0,2.0,2.0,49.5
3271,Super built-up  Area,1,others,2,1247.0,2.0,1.0,59.8
3272,Super built-up  Area,1,others,2,1058.0,2.0,2.0,60.0
3273,Super built-up  Area,1,others,2,950.0,2.0,1.0,48.0
3274,Super built-up  Area,1,others,2,420.0,2.0,0.0,35.0
3275,Plot  Area,1,others,4,600.0,2.0,2.0,90.0
3276,Super built-up  Area,0,Vijayanagar,3,1520.0,2.0,1.0,103.0
3278,Built-up  Area,1,others,1,900.0,1.0,1.0,30.0
3279,Super built-up  Area,1,Hennur Road,3,2350.0,3.0,2.0,174.0
3280,Super built-up  Area,1,Thanisandra,2,1050.0,2.0,2.0,46.0
3281,Super built-up  Area,1,others,3,1672.0,3.0,2.0,150.0
3282,Plot  Area,1,others,5,2800.0,5.0,2.0,125.0
3283,Super built-up  Area,1,others,3,1500.0,2.0,2.0,65.0
3284,Super built-up  Area,1,others,2,1400.0,2.0,2.0,65.0
3286,Built-up  Area,1,8th Phase JP Nagar,4,2700.0,4.0,2.0,130.0
3287,Super built-up  Area,0,Bommasandra,2,920.0,2.0,1.0,37.46
3288,Plot  Area,0,Sarjapur  Road,3,1200.0,3.0,2.0,70.0
3289,Built-up  Area,1,others,3,1250.0,3.0,2.0,139.0
3293,Built-up  Area,1,Yelahanka,4,4346.0,4.0,1.0,450.0
3294,Super built-up  Area,1,Haralur Road,2,1464.0,2.0,2.0,56.0
3295,Super built-up  Area,1,others,2,1468.0,3.0,2.0,130.0
3296,Super built-up  Area,1,Electronics City Phase 1,3,1555.0,2.0,1.0,82.0
3297,Plot  Area,1,others,6,1200.0,4.0,2.0,110.0
3298,Built-up  Area,1,Whitefield,2,1150.0,2.0,0.0,55.0
3299,Super built-up  Area,0,others,2,970.0,2.0,1.0,35.0
3300,Super built-up  Area,0,Banashankari,4,2500.0,4.0,3.0,95.0
3301,Super built-up  Area,1,others,2,1166.0,2.0,1.0,53.0
3302,Plot  Area,1,others,3,2779.0,3.0,1.0,317.0
3303,Super built-up  Area,1,Electronic City,3,1350.0,3.0,2.0,58.0
3304,Built-up  Area,1,others,2,900.0,2.0,3.0,46.0
3306,Built-up  Area,1,others,3,1190.0,3.0,1.0,55.0
3307,Super built-up  Area,1,Kodichikkanahalli,3,1495.0,2.0,2.0,75.0
3308,Built-up  Area,1,Indira Nagar,2,1224.0,2.0,2.0,105.0
3309,Super built-up  Area,1,others,3,1350.0,2.0,2.0,68.0
3310,Built-up  Area,1,Green Glen Layout,2,940.0,2.0,1.0,56.8
3311,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1100.0,2.0,1.0,55.0
3312,Super built-up  Area,1,others,2,1300.0,2.0,2.0,61.0
3313,Built-up  Area,1,others,3,1480.0,2.0,0.0,145.0
3314,Super built-up  Area,1,Hoodi,2,1105.0,2.0,2.0,46.37
3315,Plot  Area,0,Sarjapur  Road,3,2600.0,3.0,2.0,200.0
3316,Super built-up  Area,0,Yelahanka,3,1517.0,3.0,2.0,76.3
3317,Built-up  Area,1,others,6,3800.0,8.0,0.0,200.0
3318,Super built-up  Area,1,Jalahalli,3,1615.0,3.0,2.0,89.75
3319,Super built-up  Area,1,others,3,1500.0,3.0,2.0,65.0
3320,Super built-up  Area,1,Mysore Road,3,1082.0,3.0,1.0,50.5
3321,Super built-up  Area,1,Marathahalli,2,1365.0,2.0,2.0,73.0
3322,Super built-up  Area,1,Electronic City,2,1000.0,2.0,3.0,25.0
3323,Super built-up  Area,1,CV Raman Nagar,2,1392.0,2.0,1.0,98.0
3324,Super built-up  Area,0,others,2,1086.0,2.0,1.0,33.66
3325,Super built-up  Area,1,Hennur Road,3,1586.0,3.0,3.0,93.94
3326,Built-up  Area,1,Hennur,2,1100.0,2.0,1.0,60.0
3327,Super built-up  Area,0,Electronic City Phase II,2,1065.0,2.0,1.0,30.75
3328,Plot  Area,1,TC Palaya,3,1500.0,2.0,1.0,120.0
3329,Built-up  Area,1,7th Phase JP Nagar,3,1575.0,2.0,2.0,120.0
3330,Super built-up  Area,1,Hennur Road,3,1975.0,3.0,3.0,123.0
3331,Super built-up  Area,1,others,2,820.0,2.0,2.0,24.0
3332,Super built-up  Area,1,Gubbalala,3,1745.0,3.0,2.0,110.0
3333,Super built-up  Area,1,Nagarbhavi,2,1223.0,2.0,1.0,60.0
3334,Super built-up  Area,1,Ananth Nagar,3,1200.0,2.0,1.0,65.0
3335,Super built-up  Area,1,others,2,1200.0,2.0,0.0,90.0
3336,Super built-up  Area,0,others,1,665.0,1.0,1.0,46.08
3337,Super built-up  Area,1,others,2,1351.0,2.0,2.0,70.0
3338,Super built-up  Area,0,Hebbal,3,1355.0,3.0,1.0,83.87
3339,Built-up  Area,1,others,3,3900.0,3.0,2.0,300.0
3340,Super built-up  Area,0,Thanisandra,3,1588.0,3.0,1.0,75.55
3341,Carpet  Area,1,others,2,900.0,2.0,1.0,60.0
3342,Plot  Area,1,others,3,440.0,3.0,0.0,50.0
3344,Super built-up  Area,1,Panathur,3,1370.0,2.0,2.0,75.0
3345,Plot  Area,0,Whitefield,3,1500.0,3.0,1.0,71.8
3347,Super built-up  Area,0,Kanakpura Road,3,1100.0,3.0,2.0,53.0
3348,Built-up  Area,1,Hoodi,2,1247.0,2.0,0.0,53.0
3349,Super built-up  Area,0,others,3,2000.0,3.0,2.0,200.0
3350,Super built-up  Area,0,Balagere,2,1020.07,2.0,1.0,68.38
3351,Super built-up  Area,0,others,3,1033.0,2.0,2.0,32.0
3352,Built-up  Area,1,others,3,1460.0,2.0,3.0,73.0
3353,Super built-up  Area,1,others,2,1150.0,2.0,2.0,52.8
3355,Super built-up  Area,1,others,2,1141.0,2.0,1.0,46.0
3356,Super built-up  Area,1,Yelahanka,4,2912.5,6.0,0.0,125.5
3357,Plot  Area,1,others,4,4200.0,4.0,3.0,325.0
3358,Super built-up  Area,0,Hosa Road,3,1665.0,2.0,3.0,125.0
3359,Super built-up  Area,0,Kanakapura,2,1295.0,2.0,2.0,64.0
3360,Super built-up  Area,0,Haralur Road,2,1230.0,2.0,1.0,78.0
3361,Super built-up  Area,1,others,3,1080.0,2.0,2.0,75.0
3362,Super built-up  Area,1,others,2,1000.0,2.0,1.0,60.0
3363,Super built-up  Area,1,others,3,2400.0,2.0,0.0,50.0
3364,Super built-up  Area,0,Whitefield,1,630.5,1.0,0.0,32.79
3365,Super built-up  Area,0,others,3,1708.0,3.0,2.0,75.0
3366,Super built-up  Area,1,Thanisandra,3,1697.0,3.0,2.0,115.0
3367,Super built-up  Area,1,Whitefield,4,3537.0,5.0,3.0,210.0
3368,Super built-up  Area,0,Hosa Road,1,615.0,1.0,1.0,28.29
3369,Built-up  Area,1,Banashankari,3,1350.0,2.0,0.0,83.0
3371,Super built-up  Area,0,Jalahalli,2,1083.0,2.0,1.0,32.49
3372,Super built-up  Area,1,Gottigere,3,1460.0,2.0,2.0,65.0
3373,Super built-up  Area,1,others,2,1084.0,2.0,1.0,58.0
3374,Super built-up  Area,0,Bommasandra,2,1035.0,2.0,1.0,41.43
3375,Super built-up  Area,1,others,3,2400.0,2.0,1.0,150.0
3376,Super built-up  Area,1,Hosur Road,1,460.0,1.0,1.0,21.0
3378,Super built-up  Area,1,Whitefield,2,1285.0,2.0,2.0,55.9
3380,Plot  Area,1,Sarjapur,3,1200.0,3.0,2.0,78.0
3381,Built-up  Area,1,others,2,1070.0,2.0,1.0,35.0
3382,Super built-up  Area,1,Hegde Nagar,3,1801.0,3.0,2.0,140.0
3383,Super built-up  Area,0,Whitefield,3,1697.0,3.0,2.0,115.0
3384,Super built-up  Area,1,others,2,1199.0,2.0,2.0,65.0
3385,Super built-up  Area,1,others,3,2300.0,3.0,1.0,220.0
3386,Super built-up  Area,1,Mysore Road,3,1340.0,2.0,3.0,64.31
3387,Super built-up  Area,1,Marathahalli,4,3800.0,4.0,3.0,205.0
3389,Super built-up  Area,1,others,2,1125.0,2.0,1.0,75.0
3390,Plot  Area,1,Anandapura,2,1200.0,2.0,1.0,67.0
3391,Built-up  Area,1,Subramanyapura,2,1050.0,2.0,3.0,41.0
3392,Built-up  Area,1,Nagarbhavi,2,956.0,2.0,1.0,49.0
3393,Super built-up  Area,1,Sarjapur,2,1000.0,2.0,2.0,30.0
3394,Built-up  Area,1,others,3,1596.0,3.0,0.0,95.0
3395,Plot  Area,1,others,6,1200.0,5.0,1.0,150.0
3396,Super built-up  Area,0,Kanakpura Road,2,1296.0,2.0,3.0,89.06
3398,Built-up  Area,1,others,3,1639.0,3.0,3.0,123.0
3399,Super built-up  Area,1,Electronic City Phase II,2,1219.0,2.0,1.0,61.25
3400,Built-up  Area,1,Uttarahalli,3,1200.0,3.0,1.0,50.0
3401,Super built-up  Area,1,Bannerghatta Road,2,1218.0,2.0,1.0,73.0
3402,Super built-up  Area,1,others,2,920.0,2.0,3.0,37.0
3403,Super built-up  Area,1,Yeshwanthpur,3,2559.0,3.0,2.0,141.0
3404,Super built-up  Area,0,others,1,525.0,1.0,1.0,26.0
3405,Super built-up  Area,0,Bannerghatta Road,3,1427.0,2.0,2.0,48.51
3406,Super built-up  Area,0,Kothannur,3,1270.0,3.0,2.0,45.0
3407,Built-up  Area,1,Ramagondanahalli,2,920.0,2.0,3.0,65.0
3408,Built-up  Area,1,others,4,2700.0,3.0,2.0,68.0
3409,Super built-up  Area,1,others,3,1740.0,3.0,2.0,199.0
3411,Super built-up  Area,1,others,3,1530.0,2.0,2.0,90.0
3412,Carpet  Area,1,others,3,1372.0,2.0,1.0,90.0
3413,Super built-up  Area,1,others,4,2363.0,5.0,2.0,120.0
3414,Super built-up  Area,1,Marathahalli,4,3895.0,4.0,3.0,220.0
3415,Super built-up  Area,0,Jakkur,3,1950.0,3.0,2.0,131.0
3416,Built-up  Area,1,others,2,885.0,2.0,3.0,40.0
3417,Built-up  Area,1,Yelahanka,2,600.0,2.0,2.0,27.0
3418,Plot  Area,1,Kumaraswami Layout,5,1270.0,4.0,1.0,128.0
3419,Plot  Area,1,Vijayanagar,2,1380.0,2.0,0.0,225.0
3420,Super built-up  Area,1,Kanakpura Road,2,1339.0,2.0,2.0,62.0
3421,Super built-up  Area,1,Whitefield,2,1130.0,2.0,1.0,36.0
3422,Built-up  Area,1,Uttarahalli,2,1085.0,2.0,2.0,43.0
3423,Built-up  Area,1,Yeshwanthpur,3,1430.0,3.0,2.0,72.0
3424,Carpet  Area,0,Bhoganhalli,4,1451.5,4.0,1.0,121.0
3426,Super built-up  Area,1,others,3,1490.0,2.0,1.0,59.6
3427,Built-up  Area,1,others,4,1650.0,4.0,0.0,99.0
3428,Super built-up  Area,1,Bellandur,2,1286.0,2.0,2.0,57.0
3429,Built-up  Area,1,others,2,925.0,2.0,2.0,63.0
3430,Super built-up  Area,1,Bellandur,4,3016.0,4.0,3.0,230.0
3431,Built-up  Area,1,Haralur Road,2,1000.0,2.0,2.0,44.0
3432,Super built-up  Area,1,Whitefield,2,1215.0,2.0,2.0,39.0
3433,Plot  Area,1,others,4,1200.0,3.0,1.0,95.0
3434,Super built-up  Area,1,Lakshminarayana Pura,2,1336.0,2.0,2.0,100.0
3435,Super built-up  Area,1,Yeshwanthpur,1,673.0,1.0,1.0,36.85
3436,Plot  Area,1,Anandapura,2,1200.0,2.0,1.0,58.0
3437,Plot  Area,1,others,6,600.0,7.0,2.0,63.0
3438,Super built-up  Area,1,Malleshwaram,3,1600.0,3.0,3.0,160.0
3439,Plot  Area,1,others,2,1200.0,2.0,0.0,79.0
3440,Plot  Area,1,Indira Nagar,6,2480.0,4.0,1.0,750.0
3442,Plot  Area,1,Devanahalli,5,2400.0,5.0,3.0,100.0
3443,Super built-up  Area,1,others,2,1143.0,2.0,2.0,65.0
3444,Super built-up  Area,1,Kanakpura Road,2,1470.0,2.0,2.0,61.74
3445,Plot  Area,1,others,4,1584.0,3.0,2.0,145.0
3446,Super built-up  Area,1,Marathahalli,3,1785.0,3.0,2.0,94.0
3447,Super built-up  Area,1,Koramangala,3,2292.0,3.0,2.0,286.0
3448,Super built-up  Area,1,Kothanur,3,1460.0,3.0,3.0,71.0
3449,Super built-up  Area,1,others,3,1500.0,2.0,3.0,80.0
3450,Plot  Area,1,Yelahanka,5,1200.0,4.0,1.0,140.0
3452,Super built-up  Area,1,Chikkalasandra,2,1230.0,2.0,2.0,48.0
3453,Super built-up  Area,1,Yelahanka New Town,1,650.0,1.0,1.0,20.0
3455,Super built-up  Area,1,Thanisandra,2,1220.0,2.0,1.0,43.92
3456,Super built-up  Area,1,others,3,1570.0,3.0,1.0,115.0
3457,Built-up  Area,1,others,3,3000.0,3.0,3.0,400.0
3458,Super built-up  Area,1,others,3,1665.0,3.0,2.0,86.91
3459,Plot  Area,1,others,3,1350.0,3.0,1.0,380.0
3460,Plot  Area,1,Sarjapur  Road,4,4000.0,5.0,2.0,600.0
3461,Plot  Area,1,Ramamurthy Nagar,2,1100.0,2.0,0.0,68.0
3462,Super built-up  Area,1,others,3,1350.0,2.0,1.0,87.01
3463,Built-up  Area,1,Kasavanhalli,3,1719.0,3.0,2.0,116.0
3464,Super built-up  Area,1,Budigere,1,664.0,1.0,1.0,35.0
3465,Super built-up  Area,0,others,2,1011.0,2.0,1.0,50.53
3466,Built-up  Area,1,others,6,2400.0,6.0,0.0,130.0
3467,Super built-up  Area,1,others,3,1680.0,3.0,2.0,85.0
3468,Super built-up  Area,1,Yeshwanthpur,2,717.0,2.0,0.0,49.475
3469,Plot  Area,1,others,4,700.0,4.0,2.0,110.0
3470,Super built-up  Area,1,Whitefield,3,1520.0,2.0,2.0,150.0
3471,Carpet  Area,1,Uttarahalli,3,1350.0,2.0,2.0,53.0
3473,Super built-up  Area,1,others,2,875.0,2.0,1.0,33.0
3474,Super built-up  Area,1,Hennur,2,1231.0,2.0,2.0,48.0
3475,Super built-up  Area,1,Somasundara Palya,2,1174.0,2.0,3.0,74.0
3476,Built-up  Area,1,others,3,1560.0,3.0,3.0,75.0
3477,Super built-up  Area,1,others,2,1464.0,2.0,2.0,56.0
3478,Plot  Area,1,Kanakpura Road,3,2200.0,3.0,2.0,130.0
3479,Built-up  Area,1,others,2,850.0,2.0,2.0,55.0
3480,Built-up  Area,1,others,3,1750.0,3.0,1.0,180.0
3482,Plot  Area,1,others,2,1500.0,1.0,0.0,160.0
3484,Super built-up  Area,1,others,3,2408.0,4.0,2.0,260.0
3485,Super built-up  Area,1,Devanahalli,2,1080.0,2.0,1.0,44.0
3486,Super built-up  Area,1,Indira Nagar,3,2070.0,3.0,2.0,225.0
3487,Built-up  Area,0,Electronic City,2,1020.0,2.0,1.0,29.46
3488,Super built-up  Area,1,Begur Road,3,1500.0,2.0,3.0,55.0
3489,Plot  Area,1,others,4,1575.0,5.0,1.0,158.0
3490,Plot  Area,1,Kodichikkanahalli,4,3250.0,4.0,1.0,180.0
3491,Super built-up  Area,1,Uttarahalli,2,1175.0,2.0,1.0,47.0
3492,Super built-up  Area,1,Channasandra,2,1030.0,2.0,1.0,34.5
3493,Super built-up  Area,0,Hebbal,2,1440.0,2.0,1.0,115.0
3494,Built-up  Area,1,Hoodi,2,1500.0,2.0,1.0,84.0
3495,Plot  Area,1,Thanisandra,1,1380.0,1.0,1.0,62.1
3496,Built-up  Area,1,others,2,1200.0,2.0,3.0,50.0
3497,Built-up  Area,1,others,1,705.0,1.0,2.0,36.5
3498,Super built-up  Area,1,Harlur,3,2240.0,5.0,2.0,155.0
3499,Super built-up  Area,1,Hegde Nagar,3,1584.01,3.0,1.0,103.0
3500,Super built-up  Area,1,others,3,1340.0,3.0,3.0,77.0
3501,Super built-up  Area,1,others,3,1800.0,3.0,2.0,70.0
3502,Super built-up  Area,1,R.T. Nagar,2,1200.0,2.0,3.0,45.0
3503,Super built-up  Area,0,Sarjapur  Road,1,685.0,1.0,1.0,40.0
3504,Super built-up  Area,1,others,2,925.0,2.0,3.0,42.0
3505,Super built-up  Area,1,others,2,1230.0,2.0,2.0,57.0
3506,Plot  Area,1,others,5,1200.0,5.0,1.0,185.0
3507,Super built-up  Area,1,Kodichikkanahalli,2,1125.0,2.0,1.0,52.0
3508,Super built-up  Area,1,Hebbal,2,1100.0,2.0,1.0,54.0
3509,Plot  Area,0,Jigani,3,2400.0,3.0,2.0,149.0
3510,Super built-up  Area,0,Electronic City Phase II,3,1400.0,2.0,2.0,41.58
3511,Plot  Area,1,Uttarahalli,7,1200.0,7.0,2.0,225.0
3512,Super built-up  Area,1,Jakkur,3,1858.0,3.0,1.0,98.3
3513,Plot  Area,1,others,1,1260.0,1.0,1.0,41.0
3514,Built-up  Area,1,Ambedkar Nagar,4,3530.0,4.0,2.0,290.0
3515,Super built-up  Area,1,HSR Layout,2,1185.0,2.0,2.0,60.0
3516,Plot  Area,1,others,2,1200.0,2.0,1.0,216.0
3517,Super built-up  Area,1,Hennur,2,1255.0,2.0,1.0,58.0
3518,Super built-up  Area,1,Rajaji Nagar,4,3436.0,6.0,3.0,475.0
3519,Built-up  Area,1,Kudlu Gate,3,1335.0,3.0,2.0,89.0
3520,Super built-up  Area,1,Dodda Nekkundi,3,1999.0,3.0,2.0,132.0
3521,Plot  Area,1,others,2,1200.0,2.0,1.0,125.0
3522,Super built-up  Area,1,Kundalahalli,3,1397.0,3.0,2.0,110.0
3525,Plot  Area,1,Yelahanka New Town,2,1200.0,2.0,1.0,130.0
3526,Plot  Area,1,others,3,1616.0,3.0,0.0,95.0
3527,Plot  Area,1,others,8,1200.0,7.0,2.0,350.0
3528,Built-up  Area,1,others,4,1270.0,2.0,1.0,175.0
3529,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1140.0,2.0,2.0,38.55
3530,Super built-up  Area,0,Kanakpura Road,1,525.0,1.0,1.0,30.0
3531,Plot  Area,1,Varthur,3,1200.0,2.0,1.0,98.0
3532,Built-up  Area,1,others,1,700.0,1.0,1.0,162.0
3533,Super built-up  Area,0,Balagere,2,1205.47,2.0,1.0,81.0
3534,Plot  Area,1,others,3,1200.0,3.0,2.0,130.0
3535,Super built-up  Area,1,Electronic City,3,1700.0,3.0,2.0,75.0
3536,Plot  Area,1,Thanisandra,5,750.0,4.0,0.0,62.0
3537,Super built-up  Area,0,Kanakpura Road,2,1090.0,2.0,1.0,54.54
3539,Built-up  Area,1,Kundalahalli,1,2400.0,1.0,0.0,650.0
3540,Super built-up  Area,0,Thanisandra,1,923.0,1.0,1.0,60.84
3541,Super built-up  Area,0,others,4,3595.0,6.0,2.0,360.0
3542,Super built-up  Area,1,Green Glen Layout,2,1050.0,2.0,2.0,48.0
3543,Super built-up  Area,1,Whitefield,2,1495.0,2.0,2.0,79.5
3545,Built-up  Area,1,others,3,1485.0,3.0,2.0,85.0
3546,Super built-up  Area,0,others,3,1033.0,2.0,2.0,31.5
3547,Super built-up  Area,1,Electronic City,3,1400.0,2.0,1.0,48.0
3548,Built-up  Area,1,Indira Nagar,1,500.0,1.0,0.0,70.0
3549,Super built-up  Area,1,Sarjapur  Road,2,944.0,2.0,1.0,35.0
3550,Built-up  Area,1,Whitefield,5,3250.0,5.0,0.0,290.0
3551,Super built-up  Area,0,Whitefield,2,1216.0,2.0,1.0,66.48
3552,Super built-up  Area,1,others,2,1100.0,2.0,1.0,39.5
3553,Super built-up  Area,1,Thanisandra,3,1743.0,3.0,2.0,93.25
3554,Super built-up  Area,1,Yelahanka,2,1274.0,2.0,2.0,48.42
3555,Super built-up  Area,1,others,3,2500.0,3.0,2.0,425.0
3556,Super built-up  Area,1,Mysore Road,3,1512.0,2.0,2.0,110.0
3557,Super built-up  Area,1,others,4,3100.0,5.0,1.0,385.0
3558,Super built-up  Area,1,others,3,1650.0,3.0,3.0,100.0
3559,Built-up  Area,1,Doddathoguru,3,1875.0,3.0,1.0,55.0
3560,Built-up  Area,1,Whitefield,3,1350.0,3.0,2.0,54.0
3561,Super built-up  Area,1,others,2,1219.0,2.0,2.0,40.0
3562,Plot  Area,1,others,4,1200.0,4.0,1.0,150.0
3563,Plot  Area,1,others,3,2400.0,3.0,3.0,85.0
3564,Super built-up  Area,1,Hormavu,2,1141.0,2.0,1.0,44.4
3565,Super built-up  Area,1,Anandapura,2,1151.0,2.0,1.0,43.1
3566,Plot  Area,1,others,3,832.0,3.0,1.0,77.0
3567,Super built-up  Area,1,Sarjapur  Road,2,915.0,2.0,1.0,38.0
3568,Plot  Area,1,others,3,3259.0,3.0,0.0,270.0
3569,Super built-up  Area,0,Bannerghatta Road,2,1115.0,2.0,1.0,65.12
3570,Super built-up  Area,1,Thigalarapalya,3,2072.0,4.0,2.0,139.0
3571,Super built-up  Area,1,Kaggadasapura,2,1200.0,2.0,2.0,53.0
3572,Super built-up  Area,1,others,2,1300.0,2.0,2.0,65.0
3573,Super built-up  Area,1,Bellandur,2,1457.0,2.0,2.0,85.0
3574,Super built-up  Area,1,others,2,1262.0,2.0,2.0,55.0
3575,Plot  Area,1,others,4,1196.0,3.0,1.0,150.0
3576,Super built-up  Area,0,Ananth Nagar,2,900.0,2.0,2.0,22.5
3577,Built-up  Area,1,Attibele,1,420.0,1.0,1.0,17.0
3578,Super built-up  Area,1,Kanakapura,2,1160.0,2.0,1.0,46.39
3579,Super built-up  Area,1,Kasavanhalli,2,1115.0,2.0,2.0,50.0
3580,Built-up  Area,1,JP Nagar,3,1315.0,2.0,1.0,85.4
3581,Built-up  Area,1,others,2,1500.0,2.0,2.0,57.0
3582,Super built-up  Area,1,HSR Layout,2,1127.0,2.0,1.0,68.0
3583,Super built-up  Area,0,Kundalahalli,3,1397.0,3.0,2.0,104.0
3584,Built-up  Area,0,Whitefield,2,1173.0,2.0,1.0,60.0
3585,Super built-up  Area,1,others,2,1090.0,2.0,2.0,28.0
3587,Super built-up  Area,0,Jakkur,2,1230.0,2.0,1.0,76.0
3588,Super built-up  Area,1,others,4,3200.0,3.0,3.0,190.0
3589,Super built-up  Area,0,Sarjapur  Road,2,858.0,2.0,1.0,31.57
3590,Super built-up  Area,0,Talaghattapura,3,1868.0,3.0,1.0,121.0
3591,Super built-up  Area,1,Uttarahalli,3,1689.28,3.0,2.0,91.2
3592,Built-up  Area,1,others,4,600.0,3.0,2.0,73.0
3593,Super built-up  Area,1,Banashankari,3,1425.0,3.0,3.0,49.88
3594,Plot  Area,1,Subramanyapura,6,1200.0,6.0,2.0,170.0
3595,Plot  Area,1,others,2,1350.0,2.0,1.0,100.0
3596,Built-up  Area,1,Channasandra,6,4200.0,6.0,0.0,180.0
3597,Super built-up  Area,1,Uttarahalli,3,1310.0,2.0,1.0,85.0
3599,Super built-up  Area,1,others,2,970.0,2.0,1.0,40.0
3600,Super built-up  Area,0,Kundalahalli,3,1397.0,3.0,3.0,108.0
3601,Super built-up  Area,0,Sarjapur,2,1157.0,2.0,1.0,40.0
3602,Super built-up  Area,1,Kasavanhalli,2,1125.0,2.0,1.0,61.2
3603,Super built-up  Area,1,others,2,1157.0,2.0,1.0,42.0
3604,Super built-up  Area,1,Sarjapur  Road,2,1241.0,2.0,1.0,82.0
3605,Super built-up  Area,0,others,1,660.0,1.0,1.0,62.0
3606,Built-up  Area,1,Marathahalli,4,4000.0,4.0,3.0,220.0
3607,Super built-up  Area,1,others,4,2340.0,4.0,1.0,148.0
3608,Built-up  Area,1,others,1,596.0,1.0,1.0,42.0
3610,Plot  Area,1,others,4,1200.0,4.0,3.0,110.0
3611,Super built-up  Area,1,others,3,1910.0,3.0,1.0,190.0
3612,Super built-up  Area,1,Brookefield,2,1139.0,2.0,2.0,80.0
3613,Super built-up  Area,1,Thigalarapalya,4,3122.0,5.0,2.0,225.0
3614,Super built-up  Area,0,others,2,1033.0,2.0,2.0,28.41
3615,Super built-up  Area,1,Yeshwanthpur,2,1168.0,2.0,2.0,64.08
3616,Super built-up  Area,1,Chandapura,2,877.0,2.0,3.0,42.0
3617,Built-up  Area,0,Electronics City Phase 1,2,1340.0,2.0,2.0,75.0
3618,Built-up  Area,1,others,3,1405.0,2.0,2.0,70.0
3619,Super built-up  Area,1,others,3,1800.0,3.0,3.0,65.0
3620,Built-up  Area,1,others,3,1750.0,3.0,3.0,149.0
3621,Super built-up  Area,1,others,3,1360.0,2.0,1.0,65.0
3622,Plot  Area,1,Malleshwaram,3,675.0,2.0,0.0,148.0
3623,Super built-up  Area,0,others,2,985.0,2.0,1.0,63.0
3624,Super built-up  Area,0,others,2,1300.0,2.0,1.0,129.0
3625,Super built-up  Area,1,7th Phase JP Nagar,3,1850.0,3.0,2.0,150.0
3626,Super built-up  Area,1,others,3,1490.0,2.0,3.0,88.0
3627,Super built-up  Area,1,others,2,620.0,1.0,1.0,25.0
3628,Super built-up  Area,0,Hormavu,2,1130.0,2.0,1.0,42.3
