,availability,size,total_sqft,bath,balcony,price,area_type_n,location_n
3599,1,2,970.0,2.0,1.0,40.0,3,112
3600,0,3,1397.0,3.0,3.0,108.0,3,76
3601,0,2,1157.0,2.0,1.0,40.0,3,94
3602,1,2,1125.0,2.0,1.0,61.2,3,66
3603,1,2,1157.0,2.0,1.0,42.0,3,112
3604,1,2,1241.0,2.0,1.0,82.0,3,95
3605,0,1,660.0,1.0,1.0,62.0,3,112
3606,1,4,4000.0,4.0,3.0,220.0,0,80
3607,1,4,2340.0,4.0,1.0,148.0,3,112
3608,1,1,596.0,1.0,1.0,42.0,0,112
3610,1,4,1200.0,4.0,3.0,110.0,2,112
3611,1,3,1910.0,3.0,1.0,190.0,3,112
3612,1,2,1139.0,2.0,2.0,80.0,3,23
3613,1,4,3122.0,5.0,2.0,225.0,3,101
3614,0,2,1033.0,2.0,2.0,28.41,3,112
3615,1,2,1168.0,2.0,2.0,64.08,3,111
3616,1,2,877.0,2.0,3.0,42.0,3,26
3617,0,2,1340.0,2.0,2.0,75.0,0,34
3618,1,3,1405.0,2.0,2.0,70.0,0,112
3619,1,3,1800.0,3.0,3.0,65.0,3,112
3620,1,3,1750.0,3.0,3.0,149.0,0,112
3621,1,3,1360.0,2.0,1.0,65.0,3,112
3622,1,3,675.0,2.0,0.0,148.0,2,79
3623,0,2,985.0,2.0,1.0,63.0,3,112
3624,0,2,1300.0,2.0,1.0,129.0,3,112
3625,1,3,1850.0,3.0,2.0,150.0,3,1
3626,1,3,1490.0,2.0,3.0,88.0,3,112
3627,1,2,620.0,1.0,1.0,25.0,3,112
3628,0,2,1130.0,2.0,1.0,42.3,3,49
3629,1,2,1080.0,2.0,2.0,55.0,3,112
3631,1,3,1410.0,2.0,3.0,52.17,3,16
3632,1,3,1375.0,3.0,2.0,59.0,3,20
3633,1,3,1290.0,2.0,1.0,94.5,3,46
3634,0,3,1318.0,2.0,1.0,85.28,3,50
3635,1,2,1128.0,2.0,1.0,68.0,3,32
3636,1,4,4428.0,4.0,2.0,255.0,2,112
3637,0,2,1051.0,2.0,2.0,56.74,3,65
3639,1,4,2400.0,4.0,1.0,130.0,2,112
3640,1,2,1327.0,2.0,3.0,85.0,3,109
3641,1,4,2912.0,6.0,2.0,210.0,3,101
3642,1,2,1301.0,2.0,2.0,55.0,3,112
3643,1,1,650.0,1.0,0.0,30.0,3,112
3644,0,3,1200.0,3.0,1.0,67.75,2,104
3645,1,3,1500.0,2.0,2.0,89.99,3,112
3647,1,4,1350.0,4.0,2.0,145.0,2,112
3648,0,2,1000.0,2.0,1.0,28.88,0,33
3649,0,2,984.0,2.0,1.0,45.91,3,95
3650,0,3,1819.18,3.0,1.0,160.0,3,56
3651,1,1,900.0,1.0,0.0,175.0,0,82
3652,0,3,1355.0,3.0,1.0,83.87,3,42
3653,1,3,2145.0,4.0,1.0,270.0,3,112
3654,1,3,2475.0,4.0,3.0,300.0,3,79
3655,0,2,1118.0,2.0,0.0,30.0,3,61
3656,1,1,910.0,1.0,1.0,42.0,3,112
3657,0,3,1250.0,3.0,2.0,39.0,3,112
3658,0,2,1304.0,2.0,3.0,100.0,3,51
3659,1,3,1615.0,3.0,2.0,58.0,3,16
3660,1,2,1400.0,2.0,2.0,68.0,3,95
3661,1,2,1070.0,2.0,2.0,47.5,3,25
3662,0,3,3500.0,3.0,3.0,395.0,3,42
3663,0,2,1132.0,2.0,1.0,89.37,3,47
3664,1,3,2000.0,3.0,2.0,85.0,3,112
3665,1,7,2400.0,5.0,1.0,550.0,2,42
3666,1,1,794.0,1.0,2.0,65.0,3,112
3667,1,2,1090.0,2.0,2.0,43.59,3,89
3668,1,3,1500.0,3.0,2.0,70.0,3,36
3669,1,3,2059.0,3.0,2.0,225.0,3,112
3671,0,2,1447.0,2.0,1.0,75.97,3,18
3672,0,2,1269.0,2.0,1.0,75.0,3,108
3673,0,4,4800.0,4.0,0.0,700.0,2,112
3674,1,2,1070.0,2.0,2.0,37.45,3,65
3675,1,2,1150.0,2.0,0.0,28.0,3,99
3676,1,2,1208.0,2.0,2.0,70.0,3,80
3677,1,2,1185.0,2.0,1.0,45.5,3,92
3678,1,3,1200.0,3.0,1.0,130.0,2,112
3679,1,2,888.0,2.0,1.0,34.0,3,9
3680,0,2,1015.0,2.0,2.0,25.88,3,26
3681,1,1,532.0,1.0,1.0,22.49,0,112
3682,1,3,1060.0,3.0,1.0,62.0,3,112
3683,1,1,700.0,1.0,1.0,35.0,0,32
3684,1,2,902.0,2.0,2.0,42.0,3,112
3687,0,2,1365.0,2.0,1.0,122.0,3,112
3688,1,2,984.0,2.0,1.0,51.0,3,31
3689,1,4,2700.0,2.0,2.0,100.0,2,42
3690,1,3,1475.0,3.0,2.0,96.0,3,112
3691,1,2,1300.0,2.0,2.0,79.0,3,40
3692,1,5,1200.0,6.0,1.0,220.0,2,112
3693,1,3,1453.0,2.0,2.0,43.59,0,112
3694,1,2,1550.0,2.0,3.0,160.0,3,112
3696,1,4,1410.0,4.0,2.0,160.0,2,4
3697,0,4,4025.0,5.0,3.0,800.0,2,109
3698,1,3,1845.0,3.0,3.0,91.0,3,112
3699,1,3,1676.0,3.0,3.0,52.0,3,112
3700,0,2,1137.0,2.0,1.0,63.0,3,103
3701,1,3,1360.0,2.0,1.0,70.5,3,32
3702,1,3,1374.0,2.0,2.0,70.0,3,112
3703,1,3,1700.0,3.0,2.0,155.0,0,112
3704,1,5,3227.0,5.0,0.0,250.0,2,108
3706,1,4,2400.0,6.0,3.0,600.0,2,70
3707,0,3,2170.0,3.0,2.0,151.0,3,66
3708,1,2,1080.0,2.0,1.0,55.0,0,112
3709,1,3,1790.0,3.0,3.0,100.0,0,33
3710,1,1,550.0,1.0,1.0,17.0,3,31
3712,1,2,1033.0,2.0,2.0,48.0,0,96
3713,1,2,1000.0,2.0,1.0,80.0,0,112
3714,0,4,2940.0,6.0,2.0,280.0,3,112
3715,1,2,1240.0,2.0,2.0,52.6,3,112
3716,1,5,1650.0,5.0,1.0,450.0,2,112
3718,0,3,1500.0,2.0,0.0,97.0,0,112
3719,1,3,1730.0,3.0,3.0,139.0,3,80
3720,1,3,1915.0,3.0,3.0,80.0,3,66
3721,1,3,1545.0,3.0,2.0,79.0,3,108
3722,0,3,1865.0,4.0,2.0,140.0,3,112
3723,1,2,1150.0,2.0,2.0,40.0,3,43
3724,0,2,1200.0,2.0,2.0,49.0,3,112
3725,1,2,963.0,2.0,2.0,40.0,0,67
3726,1,3,1200.0,3.0,1.0,120.0,2,112
3727,1,4,2600.0,4.0,3.0,260.0,3,15
3729,1,3,1682.0,3.0,1.0,120.0,3,112
3730,1,3,1371.0,2.0,2.0,65.0,0,109
3731,0,2,901.0,2.0,1.0,49.5,3,46
3733,1,3,1730.0,3.0,1.0,120.0,3,5
3734,1,4,1200.0,4.0,0.0,125.0,2,112
3735,1,3,1500.0,3.0,3.0,102.0,3,112
3737,1,4,3500.0,4.0,2.0,245.0,0,112
3738,1,2,1203.0,2.0,1.0,59.86,1,112
3739,1,2,1357.0,2.0,2.0,54.0,3,112
3740,1,3,1600.0,3.0,2.0,76.0,3,112
3741,1,1,350.0,1.0,1.0,13.5,0,110
3742,1,3,1665.0,3.0,1.0,53.0,3,104
3743,1,3,1400.0,3.0,3.0,200.0,2,92
3744,1,1,835.0,1.0,1.0,46.95,3,95
3745,1,2,815.0,3.0,2.0,160.0,2,112
3746,1,3,1444.0,2.0,1.0,80.0,3,40
3747,1,2,1277.0,2.0,2.0,55.0,3,64
3748,1,3,1521.0,3.0,1.0,94.71,3,112
3749,1,2,1134.0,2.0,1.0,40.0,3,112
3750,1,2,995.0,2.0,1.0,34.82,3,112
3752,1,2,1325.0,1.0,1.0,92.0,0,80
3754,1,3,1525.0,3.0,2.0,90.0,0,80
3755,0,3,1320.0,2.0,2.0,73.0,3,112
3756,1,1,650.0,1.0,1.0,23.0,3,34
3757,1,3,1858.0,2.0,1.0,167.0,0,83
3758,0,2,1150.0,2.0,1.0,38.0,3,32
3759,1,2,769.0,2.0,1.0,40.0,3,33
3760,1,3,1571.0,3.0,2.0,105.0,3,32
3761,1,3,1445.0,3.0,1.0,86.56,3,46
3762,1,3,1590.0,2.0,2.0,135.0,3,52
3763,1,2,902.0,2.0,2.0,49.0,3,21
3764,0,3,2238.0,3.0,1.0,140.0,2,94
3765,0,2,1090.0,2.0,1.0,31.49,0,32
3766,1,3,1712.0,3.0,3.0,82.0,0,109
3767,1,2,1088.0,2.0,1.0,68.0,0,40
3768,1,3,1575.0,3.0,3.0,63.1,3,96
3769,1,6,2150.0,6.0,3.0,205.0,2,112
3770,1,3,1920.0,3.0,2.0,150.0,3,76
3771,1,2,1000.0,2.0,0.0,57.0,2,112
3772,0,2,1100.0,2.0,2.0,56.1,3,112
3773,1,2,1089.0,2.0,2.0,45.0,3,32
3774,1,2,1106.0,2.0,1.0,43.09,0,48
3775,0,2,927.0,2.0,2.0,37.0,3,67
3776,1,2,1339.0,2.0,2.0,58.0,3,65
3777,0,1,923.0,1.0,1.0,45.69,0,100
3778,0,3,2900.0,3.0,2.0,285.0,2,95
3779,1,2,1175.0,2.0,2.0,75.0,3,77
3780,1,2,975.0,2.0,1.0,55.0,0,112
3781,1,3,2400.0,4.0,1.0,180.0,3,42
3782,1,3,1330.0,3.0,2.0,72.0,3,97
3783,0,2,1183.0,2.0,1.0,59.74,3,100
3784,1,3,1758.0,3.0,2.0,133.0,3,41
3785,1,3,1200.0,3.0,2.0,265.0,2,82
3787,1,3,600.0,4.0,2.0,110.0,2,112
3788,1,2,1100.0,2.0,2.0,50.0,0,112
3789,0,2,1170.0,2.0,2.0,46.8,3,92
3790,1,5,2400.0,5.0,2.0,120.0,0,112
3791,1,3,1530.0,3.0,3.0,51.77,3,89
3792,0,2,1420.0,2.0,2.0,107.0,0,42
3793,1,4,1200.0,4.0,2.0,300.0,2,112
3794,1,6,1045.0,6.0,3.0,160.0,2,1
3795,0,3,1591.0,3.0,1.0,115.0,3,65
3797,1,2,675.0,3.0,1.0,52.0,2,112
3798,0,2,1055.0,2.0,1.0,57.63,3,47
3799,1,3,1918.0,3.0,2.0,129.0,3,112
3800,0,2,1280.0,2.0,1.0,76.0,3,95
3801,1,3,1560.0,3.0,3.0,66.0,3,82
3802,1,2,1145.0,2.0,2.0,49.5,3,95
3804,1,3,1801.0,3.0,2.0,139.0,3,112
3805,1,5,1200.0,5.0,3.0,120.0,2,112
3806,1,2,1718.0,3.0,2.0,288.0,3,90
3807,0,3,1306.0,3.0,2.0,54.65,3,108
3808,0,2,1320.0,2.0,1.0,92.0,3,42
3809,1,3,1350.0,2.0,2.0,65.0,0,112
3811,1,4,3800.0,5.0,3.0,300.0,0,112
3812,1,3,1344.0,2.0,1.0,42.0,3,14
3813,1,3,1893.0,3.0,2.0,100.0,3,14
3814,1,3,1107.0,2.0,1.0,43.0,3,26
3816,1,2,1190.0,2.0,1.0,75.0,3,77
3817,1,2,1000.0,2.0,1.0,35.0,0,108
3818,1,2,2400.0,2.0,1.0,160.0,2,112
3819,1,2,1000.0,2.0,1.0,48.5,3,75
3820,1,3,2113.0,3.0,2.0,155.0,3,57
3821,1,2,1100.0,2.0,1.0,46.0,0,59
3822,1,5,1200.0,4.0,1.0,160.0,2,112
3823,1,4,1884.0,4.0,2.0,120.0,3,41
3824,1,2,1110.0,2.0,1.0,40.0,3,32
3825,1,2,1027.0,2.0,2.0,43.0,3,73
3826,0,3,1250.0,3.0,2.0,40.0,3,112
3827,1,3,1470.0,3.0,0.0,62.0,0,95
3828,0,2,1150.0,2.0,1.0,75.0,0,112
3829,1,3,1200.0,3.0,2.0,165.0,2,112
3830,0,1,703.0,1.0,1.0,52.0,3,74
3831,1,3,1400.0,2.0,2.0,62.0,3,112
3832,1,2,1195.0,2.0,2.0,51.0,3,17
3833,1,2,1302.0,2.0,1.0,69.1,3,112
3834,0,3,1583.0,3.0,1.0,74.4,3,16
3835,1,3,1488.0,2.0,3.0,60.0,3,112
3836,1,4,600.0,5.0,2.0,85.0,2,112
3837,0,3,1385.0,2.0,2.0,34.63,3,63
3838,1,4,3262.0,4.0,2.0,260.0,3,108
3839,0,3,1600.0,3.0,2.0,104.0,0,32
3840,1,2,1150.0,2.0,1.0,90.0,3,83
3842,1,2,1263.0,2.0,1.0,78.0,3,95
3843,1,7,1200.0,8.0,2.0,110.0,2,59
3844,0,2,1299.0,2.0,2.0,85.0,3,65
3845,1,2,1330.0,2.0,1.0,78.0,3,13
3846,0,3,1282.0,2.0,2.0,52.43,3,29
3847,1,3,1853.0,3.0,2.0,82.0,0,112
3848,1,2,861.0,2.0,1.0,35.0,3,112
3849,1,3,1600.0,3.0,2.0,95.0,0,14
3850,1,2,1256.0,2.0,1.0,62.8,0,112
3851,1,3,1390.0,2.0,2.0,80.0,3,112
3854,1,2,919.0,2.0,1.0,49.0,0,42
3855,0,3,1625.0,3.0,0.0,80.0,2,112
3856,1,2,1195.0,2.0,2.0,44.0,3,112
3857,1,6,2400.0,4.0,1.0,600.0,3,112
3858,1,2,1159.0,2.0,1.0,60.0,3,112
3859,0,3,1386.0,3.0,1.0,57.46,3,108
3860,1,2,1197.0,2.0,1.0,79.0,3,41
3863,0,3,1295.0,2.0,1.0,50.28,3,21
3864,0,3,1310.0,2.0,1.0,37.83,0,112
3865,0,2,1132.0,2.0,1.0,79.28,3,108
3866,1,3,2350.0,3.0,2.0,400.0,0,112
3868,0,3,1645.0,3.0,2.0,135.0,3,42
3869,0,2,1200.0,2.0,1.0,45.84,3,108
3870,1,4,3000.0,4.0,0.0,330.0,2,108
3871,1,3,1937.0,3.0,2.0,140.0,3,80
3872,1,2,1015.0,2.0,2.0,33.5,3,31
3873,1,2,1080.0,2.0,2.0,39.0,3,112
3874,1,3,1350.0,2.0,2.0,80.99,3,112
3875,0,3,1149.0,2.0,2.0,29.0,3,68
3876,1,2,1185.0,2.0,2.0,59.0,3,72
3877,1,3,1720.0,3.0,1.0,135.0,3,112
3878,1,3,2080.0,3.0,3.0,175.0,3,42
3879,1,3,1500.0,3.0,1.0,87.0,2,112
3880,1,3,1566.0,3.0,2.0,97.0,3,109
3882,1,4,1500.0,4.0,0.0,110.0,2,112
3883,1,2,1290.0,2.0,1.0,49.02,3,59
3884,0,3,1531.0,3.0,2.0,72.0,0,112
3885,1,3,1839.0,3.0,3.0,165.0,3,112
3886,1,4,4200.0,4.0,1.0,760.0,2,112
3887,0,3,1400.0,2.0,2.0,40.43,3,33
3889,1,2,1140.0,2.0,2.0,39.0,3,108
3890,0,3,1343.5,3.0,0.0,57.76,3,102
3891,1,4,2000.0,4.0,0.0,100.0,0,112
3892,1,2,1100.0,2.0,1.0,46.0,0,112
3893,1,2,1200.0,2.0,2.0,55.0,0,112
3894,0,3,1618.0,3.0,1.0,68.0,3,112
3895,0,4,2830.0,5.0,2.0,160.0,3,108
3896,1,3,1315.0,2.0,2.0,74.0,3,103
3897,1,2,1141.0,2.0,1.0,42.75,3,7
3898,1,2,1080.0,2.0,2.0,55.0,3,112
3899,1,2,1200.0,2.0,2.0,60.0,3,112
3900,1,2,1111.0,2.0,2.0,41.88,3,104
3901,1,2,1022.0,2.0,1.0,45.9,3,112
3902,1,2,1275.0,2.0,2.0,65.0,3,14
3903,1,2,900.0,2.0,1.0,70.0,3,112
3904,1,2,1224.0,2.0,3.0,39.2,3,88
3905,1,2,1135.0,2.0,3.0,43.0,3,112
3906,1,2,1050.0,2.0,2.0,52.1,3,88
3908,0,2,1392.0,2.0,1.0,130.0,3,112
3909,1,2,1050.0,2.0,2.0,72.0,3,17
3910,0,3,1513.0,3.0,1.0,103.0,3,50
3911,1,3,1621.0,3.0,3.0,72.0,3,36
3912,1,2,892.0,2.0,1.0,39.0,3,14
3913,1,2,1205.0,2.0,1.0,40.0,3,108
3914,0,3,1355.0,3.0,2.0,83.87,3,42
3917,1,4,1200.0,6.0,3.0,70.0,3,112
3918,1,2,1400.0,2.0,2.0,168.0,3,54
3919,0,2,726.0,2.0,1.0,35.0,3,67
3920,1,3,1500.0,3.0,2.0,149.0,2,112
3921,1,4,3895.0,4.0,2.0,405.0,3,42
3922,0,2,1079.0,2.0,2.0,41.0,3,48
3923,1,2,1170.0,2.0,2.0,46.0,3,16
3924,1,2,1104.0,2.0,2.0,39.0,3,31
3925,1,2,950.0,2.0,1.0,45.0,3,65
3926,1,4,4818.0,4.0,3.0,390.0,0,49
3927,1,3,1650.0,2.0,1.0,52.0,0,112
3928,0,3,1559.0,3.0,2.0,127.0,3,112
3929,1,2,1100.0,2.0,1.0,38.0,0,112
3930,1,3,1750.0,3.0,3.0,150.0,3,112
3931,0,2,1215.0,2.0,1.0,45.5,3,91
3932,0,3,1868.0,3.0,1.0,135.0,3,99
3933,0,2,1130.0,2.0,1.0,32.63,0,32
3935,1,3,1691.0,3.0,1.0,98.0,3,95
3936,1,5,4355.0,3.0,1.0,350.0,0,112
3937,0,2,1225.0,2.0,2.0,55.0,3,53
3938,1,3,1690.0,3.0,2.0,112.0,3,55
3940,1,4,1896.0,3.0,1.0,125.0,3,112
3941,0,1,605.0,1.0,1.0,40.0,3,112
3942,1,5,800.0,5.0,2.0,95.0,2,16
3943,1,2,900.0,2.0,2.0,32.5,3,33
3945,1,3,780.0,3.0,1.0,62.0,2,47
3946,1,2,908.0,2.0,1.0,26.0,3,8
3947,0,4,3416.5,6.0,0.0,143.0,0,95
3948,1,4,3216.0,4.0,1.0,226.0,3,100
3949,1,5,2400.0,4.0,1.0,225.0,2,112
3950,1,2,1400.0,2.0,2.0,68.0,0,112
3952,1,2,1255.0,2.0,2.0,74.0,3,53
3953,1,3,1500.0,2.0,1.0,100.0,0,32
3954,0,2,1296.0,2.0,2.0,72.0,3,100
3955,1,2,925.0,2.0,3.0,38.0,3,112
3956,1,2,1023.0,2.0,2.0,42.0,0,89
3957,1,2,600.0,3.0,2.0,75.0,0,112
3958,0,2,1020.0,2.0,1.0,44.5,3,100
3959,0,3,1530.0,3.0,2.0,77.0,3,112
3960,1,3,1650.0,3.0,2.0,71.0,3,38
3961,1,3,1605.0,2.0,3.0,85.0,0,112
3962,1,2,1925.0,2.0,1.0,50.0,3,51
3963,1,2,1190.0,2.0,2.0,50.66,3,112
3964,1,3,1374.0,3.0,2.0,68.0,3,56
3965,1,2,1140.0,2.0,2.0,65.0,0,112
3966,1,3,1725.0,3.0,2.0,130.0,3,37
3967,1,3,1075.0,2.0,1.0,50.0,3,19
3968,1,3,1574.0,3.0,1.0,93.34,3,112
3969,1,1,965.0,1.0,1.0,32.0,0,112
3970,1,3,1550.0,3.0,2.0,83.0,3,80
3971,1,2,1205.0,2.0,2.0,60.0,3,112
3972,1,3,1082.0,2.0,1.0,55.0,3,112
3973,1,3,1215.0,2.0,2.0,52.85,3,103
3974,1,4,2483.0,5.0,2.0,230.0,3,42
3975,0,2,1200.0,3.0,1.0,46.14,2,112
3977,0,4,2360.0,4.0,2.0,600.0,2,112
3979,1,3,1452.0,3.0,3.0,60.98,3,65
3980,0,3,1329.0,2.0,2.0,41.0,3,33
3981,1,2,1125.0,2.0,1.0,44.0,3,112
3982,1,2,1200.0,2.0,0.0,70.0,2,112
3983,1,3,1350.0,3.0,3.0,39.97,0,95
3984,1,3,1312.5,3.0,0.0,51.19,3,103
3985,0,3,2600.0,3.0,2.0,195.0,3,42
3986,1,2,1200.0,2.0,1.0,160.0,2,112
3987,0,3,1220.0,3.0,1.0,35.23,0,33
3988,1,2,1255.0,2.0,1.0,80.0,3,112
3989,1,3,1904.0,3.0,3.0,155.0,3,112
3990,1,2,1329.0,2.0,2.0,70.0,3,96
3991,1,2,1200.0,2.0,1.0,60.0,2,26
3992,1,3,2135.0,3.0,2.0,160.0,3,112
3993,1,3,2770.0,4.0,3.0,315.0,3,112
3994,0,1,813.0,1.0,1.0,39.0,0,112
3995,1,4,3884.0,4.0,3.0,240.0,2,112
3997,1,2,800.0,2.0,2.0,30.0,3,62
3998,1,4,4750.0,2.0,1.0,120.0,2,112
3999,1,3,1500.0,3.0,3.0,70.0,3,49
4000,1,3,1880.0,3.0,2.0,95.0,3,14
4001,1,3,1440.0,2.0,2.0,55.0,3,32
4003,1,3,1630.0,2.0,2.0,97.78,3,112
4004,1,3,1180.0,3.0,1.0,55.0,3,109
4005,1,2,1090.0,2.0,1.0,36.0,0,112
4006,1,2,1020.0,2.0,2.0,48.45,3,112
4007,1,4,2425.0,4.0,3.0,173.0,0,112
4008,0,2,1097.0,2.0,1.0,33.82,3,104
4009,1,2,1070.0,2.0,1.0,50.0,3,89
4010,1,2,1000.0,2.0,1.0,58.0,3,75
4012,0,2,1150.0,2.0,1.0,56.0,3,112
4013,1,3,1900.0,4.0,2.0,145.0,0,35
4014,1,2,1141.0,2.0,2.0,49.0,3,112
4015,1,2,937.0,2.0,1.0,44.0,0,58
4016,1,2,1075.0,2.0,1.0,60.0,0,37
4017,0,2,1000.0,2.0,1.0,65.3,3,86
4019,1,5,897.0,2.0,1.0,85.0,2,112
4020,1,2,936.0,2.0,2.0,43.0,3,112
4021,1,2,1280.0,2.0,1.0,75.0,0,112
4022,1,2,1050.0,2.0,3.0,45.0,3,112
4023,1,2,1350.0,2.0,1.0,86.0,3,80
4024,1,2,1325.0,2.0,1.0,70.0,3,112
4025,0,2,1174.0,2.0,1.0,59.0,3,29
4026,1,3,1890.0,3.0,2.0,162.0,3,52
4027,1,1,735.0,1.0,1.0,75.0,3,112
4028,1,1,500.0,1.0,0.0,24.0,0,112
4029,1,3,1304.0,3.0,3.0,80.0,3,36
4030,1,3,1653.0,3.0,2.0,120.0,0,109
4031,1,3,1075.0,2.0,1.0,52.0,3,19
4032,1,2,1212.0,3.0,1.0,42.0,3,1
4033,1,2,1100.0,2.0,1.0,50.0,0,112
4034,1,4,3436.0,6.0,3.0,500.0,3,90
4035,1,3,1200.0,4.0,0.0,145.0,2,112
4036,1,2,1140.0,2.0,2.0,50.0,3,112
4037,1,2,1200.0,2.0,1.0,100.0,2,112
4038,1,3,1532.0,3.0,2.0,83.0,3,74
4039,1,3,2776.0,4.0,2.0,195.0,2,112
4040,1,3,1531.0,2.0,0.0,75.0,3,85
4042,0,2,1325.0,2.0,1.0,53.0,3,103
4043,1,3,1200.0,3.0,1.0,160.0,2,112
4044,0,3,1156.0,2.0,2.0,44.0,3,32
4045,1,4,2000.0,4.0,2.0,320.0,2,87
4046,1,2,1260.0,2.0,2.0,70.0,3,14
4047,1,2,1934.0,2.0,0.0,90.0,3,107
4048,1,2,1060.0,2.0,1.0,40.0,3,112
4049,1,3,1476.0,3.0,1.0,95.0,3,66
4050,1,2,1185.0,2.0,1.0,85.0,3,112
4051,1,3,1265.0,2.0,1.0,82.0,3,112
4052,0,4,3200.0,5.0,1.0,150.0,0,112
4053,1,2,1196.0,2.0,2.0,56.81,3,112
4054,1,2,1280.0,2.0,1.0,69.0,0,112
4055,1,4,800.0,4.0,2.0,86.0,2,80
4057,1,3,1850.0,3.0,3.0,98.0,0,112
4058,1,4,2400.0,4.0,2.0,525.0,2,54
4059,1,2,1195.0,2.0,1.0,70.0,3,108
4060,1,3,2000.0,3.0,3.0,185.0,3,112
4062,0,4,800.0,5.0,3.0,155.0,2,43
4063,1,2,1180.0,2.0,2.0,36.5,3,52
4064,1,2,1050.0,2.0,1.0,49.87,3,56
4065,0,3,1400.0,2.0,1.0,40.44,0,32
4066,0,4,2360.0,4.0,2.0,150.0,2,112
4067,1,2,1030.0,2.0,1.0,77.25,3,112
4068,1,2,1512.0,1.0,2.0,65.01,3,112
4069,1,2,929.0,2.0,1.0,48.0,0,97
4070,1,3,1252.0,3.0,3.0,61.0,3,58
4071,1,3,1485.0,3.0,2.0,115.0,0,37
4072,1,3,1124.0,2.0,2.0,55.0,3,34
4073,1,6,2400.0,6.0,3.0,370.0,2,98
4074,1,3,1407.0,3.0,1.0,120.0,0,54
4075,0,3,1482.0,2.0,3.0,97.0,3,46
4076,1,2,1163.0,2.0,1.0,98.86,3,112
4077,1,3,1570.0,3.0,2.0,140.0,3,57
4079,0,1,520.0,1.0,1.0,14.04,3,26
4080,1,3,2000.0,3.0,2.0,160.0,3,112
4081,1,2,1352.0,2.0,2.0,75.0,3,112
4082,0,2,1152.0,2.0,1.0,65.0,3,32
4083,0,3,1575.0,3.0,2.0,93.0,0,112
4084,1,3,1965.0,4.0,2.0,125.0,3,44
4085,1,3,1300.0,2.0,2.0,70.0,0,112
4087,0,2,957.0,2.0,1.0,47.0,3,80
4088,1,3,1740.0,3.0,3.0,60.0,3,112
4089,1,5,1080.0,6.0,3.0,65.0,2,65
4090,1,2,1060.0,2.0,0.0,35.0,3,112
4091,1,2,975.0,2.0,2.0,50.0,1,112
4092,0,2,1150.0,2.0,2.0,51.0,3,92
4093,1,3,1738.0,2.0,3.0,79.0,3,108
4094,0,3,1250.0,3.0,2.0,55.0,3,20
4095,1,3,1788.0,3.0,2.0,90.0,0,14
4096,0,2,1151.0,2.0,1.0,59.0,3,64
4097,1,3,1300.0,2.0,2.0,60.0,3,103
4098,1,2,1150.0,2.0,1.0,52.8,3,112
4099,1,2,1380.0,2.0,1.0,75.0,3,112
4100,0,3,1645.0,3.0,2.0,117.0,3,42
4101,1,2,1141.0,2.0,1.0,45.9,3,112
4102,1,2,1175.0,2.0,2.0,82.5,3,1
4103,1,3,1355.0,2.0,1.0,61.0,3,112
4104,1,2,1150.0,2.0,0.0,70.0,0,112
4106,1,2,1000.0,2.0,2.0,45.0,0,112
4107,0,2,1007.0,2.0,1.0,65.0,3,12
4108,1,4,3000.0,5.0,2.0,100.0,3,112
4109,1,3,1436.0,3.0,3.0,70.0,3,72
4110,1,4,4000.0,4.0,3.0,220.0,3,80
4114,1,2,1200.0,2.0,0.0,150.0,2,90
4115,0,2,1016.0,2.0,1.0,58.0,3,112
4116,1,2,1100.0,2.0,2.0,48.0,3,30
4117,1,2,1080.0,2.0,1.0,45.0,3,112
4118,1,2,1070.0,2.0,1.0,60.0,3,32
4119,1,3,1532.0,3.0,1.0,115.0,3,112
4120,1,2,1040.0,2.0,2.0,42.12,3,45
4121,1,3,3100.0,3.0,3.0,250.0,2,112
4122,0,2,1137.5,2.0,0.0,48.905,3,102
4123,1,3,1430.0,2.0,2.0,51.6,3,100
4124,1,2,1160.0,1.0,0.0,163.0,2,90
4125,1,4,3262.0,5.0,2.0,205.0,3,112
4126,1,7,2100.0,7.0,0.0,410.0,2,112
4127,1,2,1190.0,2.0,2.0,100.0,0,112
4128,1,3,1827.0,3.0,3.0,100.0,3,112
4129,1,2,1210.0,2.0,1.0,75.0,3,112
4130,1,3,1500.0,3.0,3.0,95.0,3,112
4132,0,2,1251.0,2.0,1.0,88.73,3,42
4133,1,3,1600.0,2.0,2.0,115.0,3,39
4134,0,2,1128.0,2.0,1.0,65.5,3,32
4135,1,3,1820.0,3.0,2.0,93.0,3,24
4136,1,3,2072.0,4.0,2.0,159.0,3,101
4137,1,3,1510.0,2.0,3.0,59.0,3,89
4138,1,3,1925.0,2.0,3.0,114.0,3,47
4139,1,3,2651.0,2.0,2.0,225.0,2,46
4140,1,3,2072.0,4.0,2.0,147.0,3,101
4141,1,2,1000.0,2.0,2.0,36.0,3,75
4142,1,3,1752.0,3.0,2.0,145.0,2,59
4143,1,2,960.0,2.0,3.0,56.0,3,93
4144,1,2,1180.0,2.0,2.0,63.0,3,112
4145,1,3,2270.0,3.0,1.0,180.0,0,112
4146,1,2,650.0,2.0,0.0,59.0,0,112
4147,1,2,1200.0,2.0,1.0,75.0,3,77
4148,1,3,1180.0,2.0,1.0,46.0,3,19
4149,0,3,1300.0,3.0,2.0,47.0,3,112
4150,1,2,1157.0,2.0,0.0,40.0,0,14
4151,0,3,1300.0,3.0,2.0,69.0,3,65
